"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.emotion_label","Input.id_str","Input.text","Answer.emotion.label","Approve","Reject"
"3Z56AA6EK40SK9X0AP43QMXFE5N6ME","3YC8VB1W14186NVOE69W1PKLZPRXUZ","Which word best describes the emotion of this tweet?","Pick the word that you think matches it most closely.","emotion detection, text","$0.01","Sat Feb 22 05:50:29 PST 2020","2","BatchId:3930024;OriginalHitTemplateId:928390866;","3600","259200","Mon Feb 24 05:50:29 PST 2020","","","3PDJHANYK5G9FFUJ9UTSM1L5MZXH6O","AME98XVLFFLCH","Approved","Sat Feb 22 05:52:38 PST 2020","Sat Feb 22 05:53:21 PST 2020","Tue Feb 25 05:53:21 PST 2020","Sat Feb 22 06:10:32 PST 2020","","","43","100% (26/26)","100% (26/26)","100% (26/26)","anger","1231188975727075329","RT @Hjhft10: #OurPrideShehnaaz Sana fans hate Sid for how he behaved w Sana and how much he hurt her. Sid fans hate on Sana just cause she…","Fear"
"3Z56AA6EK40SK9X0AP43QMXFE5N6ME","3YC8VB1W14186NVOE69W1PKLZPRXUZ","Which word best describes the emotion of this tweet?","Pick the word that you think matches it most closely.","emotion detection, text","$0.01","Sat Feb 22 05:50:29 PST 2020","2","BatchId:3930024;OriginalHitTemplateId:928390866;","3600","259200","Mon Feb 24 05:50:29 PST 2020","","","3PJUZCGDJ6G34NVO4X2YTYJ89HF98C","A35SGT33XSRZU3","Approved","Sat Feb 22 05:52:17 PST 2020","Sat Feb 22 05:52:35 PST 2020","Tue Feb 25 05:52:35 PST 2020","Sat Feb 22 06:10:32 PST 2020","","","18","100% (8/8)","100% (8/8)","100% (8/8)","anger","1231188975727075329","RT @Hjhft10: #OurPrideShehnaaz Sana fans hate Sid for how he behaved w Sana and how much he hurt her. Sid fans hate on Sana just cause she…","Anger"
"3NKW03WTLM7HZ3AYT0OO5PGXC8CQWL","3YC8VB1W14186NVOE69W1PKLZPRXUZ","Which word best describes the emotion of this tweet?","Pick the word that you think matches it most closely.","emotion detection, text","$0.01","Sat Feb 22 05:50:29 PST 2020","2","BatchId:3930024;OriginalHitTemplateId:928390866;","3600","259200","Mon Feb 24 05:50:29 PST 2020","","","3907X2AHF05DAV9655PU5X6KSL4P2J","A2FZ88OU42EFC8","Approved","Sat Feb 22 05:51:44 PST 2020","Sat Feb 22 05:51:57 PST 2020","Tue Feb 25 05:51:57 PST 2020","Sat Feb 22 06:10:26 PST 2020","","","13","100% (4/4)","100% (4/4)","100% (4/4)","anger","1231191957168242688","RT @Hinar_miler: Drunk again :)
Art for @bfw08 
FA: https://t.co/45NyT3NxGh https://t.co/XFVJ7YBTj5","Pleasant"
"3NKW03WTLM7HZ3AYT0OO5PGXC8CQWL","3YC8VB1W14186NVOE69W1PKLZPRXUZ","Which word best describes the emotion of this tweet?","Pick the word that you think matches it most closely.","emotion detection, text","$0.01","Sat Feb 22 05:50:29 PST 2020","2","BatchId:3930024;OriginalHitTemplateId:928390866;","3600","259200","Mon Feb 24 05:50:29 PST 2020","","","3KAKFY4PGU2AERILWADFFAA0CLA3IX","A2P76QVLSGJR45","Approved","Sat Feb 22 05:51:20 PST 2020","Sat Feb 22 05:52:20 PST 2020","Tue Feb 25 05:52:20 PST 2020","Sat Feb 22 06:10:26 PST 2020","","","60","100% (28/28)","100% (28/28)","100% (28/28)","anger","1231191957168242688","RT @Hinar_miler: Drunk again :)
Art for @bfw08 
FA: https://t.co/45NyT3NxGh https://t.co/XFVJ7YBTj5","Pleasant"
"3D0LPO3EABZI3WSITOE81H6D8FUYOK","3YC8VB1W14186NVOE69W1PKLZPRXUZ","Which word best describes the emotion of this tweet?","Pick the word that you think matches it most closely.","emotion detection, text","$0.01","Sat Feb 22 05:50:29 PST 2020","2","BatchId:3930024;OriginalHitTemplateId:928390866;","3600","259200","Mon Feb 24 05:50:29 PST 2020","","","30X31N5D63QZSQK2A1M36KUTRT4ASS","A38JBVAL2EE7A0","Approved","Sat Feb 22 05:59:00 PST 2020","Sat Feb 22 05:59:26 PST 2020","Tue Feb 25 05:59:26 PST 2020","Sat Feb 22 06:10:05 PST 2020","","","26","100% (1/1)","100% (1/1)","100% (1/1)","anger","1231197854196215808","This team was absolutely unstoppable. <span class='emoji-bytes' data-emoji-bytes='[240, 159, 145, 128]'></span> kinda similar to what’s gonna happen this season <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 129]'></span>","Excitement"
"3D0LPO3EABZI3WSITOE81H6D8FUYOK","3YC8VB1W14186NVOE69W1PKLZPRXUZ","Which word best describes the emotion of this tweet?","Pick the word that you think matches it most closely.","emotion detection, text","$0.01","Sat Feb 22 05:50:29 PST 2020","2","BatchId:3930024;OriginalHitTemplateId:928390866;","3600","259200","Mon Feb 24 05:50:29 PST 2020","","","326O153BMIYWGEIWTGT074YKB5SDEW","A1K5UMQ040BJPN","Approved","Sat Feb 22 05:59:06 PST 2020","Sat Feb 22 05:59:31 PST 2020","Tue Feb 25 05:59:31 PST 2020","Sat Feb 22 06:10:05 PST 2020","","","25","100% (1/1)","100% (1/1)","100% (1/1)","anger","1231197854196215808","This team was absolutely unstoppable. <span class='emoji-bytes' data-emoji-bytes='[240, 159, 145, 128]'></span> kinda similar to what’s gonna happen this season <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 129]'></span>","Excitement"
"39AYGO6AFFKY2RI0MQJ331MFJVX6NE","3YC8VB1W14186NVOE69W1PKLZPRXUZ","Which word best describes the emotion of this tweet?","Pick the word that you think matches it most closely.","emotion detection, text","$0.01","Sat Feb 22 05:50:30 PST 2020","2","BatchId:3930024;OriginalHitTemplateId:928390866;","3600","259200","Mon Feb 24 05:50:30 PST 2020","","","3KXIR214I4GRL2NN7LX62ZVP1P9428","A2FZ88OU42EFC8","Approved","Sat Feb 22 05:52:10 PST 2020","Sat Feb 22 05:52:48 PST 2020","Tue Feb 25 05:52:48 PST 2020","Sat Feb 22 06:10:02 PST 2020","","","38","100% (4/4)","100% (4/4)","100% (4/4)","anger","1231189721323163648","RT @ohmflvkes: ohm being possessive over a standee? what more if it's the real fluke <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 179]'></span> #FlukeGraduationday https://t.co/kfiKtAq2Ch","Pleasant"
"39AYGO6AFFKY2RI0MQJ331MFJVX6NE","3YC8VB1W14186NVOE69W1PKLZPRXUZ","Which word best describes the emotion of this tweet?","Pick the word that you think matches it most closely.","emotion detection, text","$0.01","Sat Feb 22 05:50:30 PST 2020","2","BatchId:3930024;OriginalHitTemplateId:928390866;","3600","259200","Mon Feb 24 05:50:30 PST 2020","","","3R5F3LQFV2KLV60HFCLT38B13P7OZ9","A2PQV1A2D4CG52","Approved","Sat Feb 22 05:51:38 PST 2020","Sat Feb 22 05:51:49 PST 2020","Tue Feb 25 05:51:49 PST 2020","Sat Feb 22 06:10:02 PST 2020","","","11","100% (21/21)","100% (21/21)","100% (21/21)","anger","1231189721323163648","RT @ohmflvkes: ohm being possessive over a standee? what more if it's the real fluke <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 179]'></span> #FlukeGraduationday https://t.co/kfiKtAq2Ch","Happiness"
"3BA7SXOG1JQ6L3TG8CXIWZNGQNC8RQ","3YC8VB1W14186NVOE69W1PKLZPRXUZ","Which word best describes the emotion of this tweet?","Pick the word that you think matches it most closely.","emotion detection, text","$0.01","Sat Feb 22 05:50:30 PST 2020","2","BatchId:3930024;OriginalHitTemplateId:928390866;","3600","259200","Mon Feb 24 05:50:30 PST 2020","","","37U1UTWH9VM98NRAYE2KKJJ2F3L8RY","AME98XVLFFLCH","Approved","Sat Feb 22 05:51:05 PST 2020","Sat Feb 22 05:55:42 PST 2020","Tue Feb 25 05:55:42 PST 2020","Sat Feb 22 06:10:03 PST 2020","","","277","100% (26/26)","100% (26/26)","100% (26/26)","anger","1231178441397035008","RT @CrimeLdn: <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 178]'></span> A Deliveroo rider hit the woman on a zebra crossing in Marylebone, London <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 174]'></span> https://t.co/P6l4Dsx7kG","Surprise"
"3BA7SXOG1JQ6L3TG8CXIWZNGQNC8RQ","3YC8VB1W14186NVOE69W1PKLZPRXUZ","Which word best describes the emotion of this tweet?","Pick the word that you think matches it most closely.","emotion detection, text","$0.01","Sat Feb 22 05:50:30 PST 2020","2","BatchId:3930024;OriginalHitTemplateId:928390866;","3600","259200","Mon Feb 24 05:50:30 PST 2020","","","3KJYX6QCM9BQLB4AY24LA6HJGKSJVM","AT9UG11XAEDZL","Approved","Sat Feb 22 05:52:10 PST 2020","Sat Feb 22 05:52:34 PST 2020","Tue Feb 25 05:52:34 PST 2020","Sat Feb 22 06:10:03 PST 2020","","","24","100% (10/10)","100% (10/10)","100% (10/10)","anger","1231178441397035008","RT @CrimeLdn: <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 178]'></span> A Deliveroo rider hit the woman on a zebra crossing in Marylebone, London <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 174]'></span> https://t.co/P6l4Dsx7kG","Surprise"
